id,fecha_venta,id_sku,descripcion,categoria,id_canal,lead_time_dias,cantidad_vendida,inversion_usd,inversion_usd_lag1,inversion_usd_lag2,temperatura_promedio_celsius,dia_semana
22,2024-04-09,SKU_1L,Botella_1L,Personal,CH01,2,424,195.81210905745417,165.64578031135815,186.35660029859784,23.977188527708243,1
23,2024-04-11,SKU_1L,Botella_1L,Personal,CH01,2,176,166.86318907967132,195.81210905745417,165.64578031135815,33.28928247968018,3
24,2024-04-17,SKU_1L,Botella_1L,Personal,CH01,2,103,32.08477534616131,166.86318907967132,195.81210905745417,32.37767618649012,2
25,2024-04-18,SKU_1L,Botella_1L,Personal,CH01,2,208,269.52007183546,32.08477534616131,166.86318907967132,20.26235780630732,3
26,2024-04-22,SKU_1L,Botella_1L,Personal,CH01,2,192,175.0791996323698,269.52007183546,32.08477534616131,36.38304600387918,0
27,2024-04-27,SKU_1L,Botella_1L,Personal,CH01,2,146,147.2714981349765,175.0791996323698,269.52007183546,19.291111354378824,5
28,2024-04-29,SKU_1L,Botella_1L,Personal,CH01,2,344,183.60800733846807,147.2714981349765,175.0791996323698,27.404871564059967,0
29,2024-05-05,SKU_1L,Botella_1L,Personal,CH01,2,150,147.58389077999962,183.60800733846807,147.2714981349765,24.823479138403897,6
30,2024-05-07,SKU_1L,Botella_1L,Personal,CH01,2,229,258.61082008919124,147.58389077999962,183.60800733846807,33.79611060462796,1
31,2024-05-16,SKU_1L,Botella_1L,Personal,CH01,2,174,170.10698257635372,258.61082008919124,147.58389077999962,22.66612079103897,3
32,2024-05-18,SKU_1L,Botella_1L,Personal,CH01,2,213,247.86260551794564,170.10698257635372,258.61082008919124,23.36348085472376,5
33,2024-05-31,SKU_1L,Botella_1L,Personal,CH01,2,130,125.40974272585387,247.86260551794564,170.10698257635372,33.006408475649636,4
34,2024-06-15,SKU_1L,Botella_1L,Personal,CH01,2,237,0.0,125.40974272585387,247.86260551794564,31.227551066681308,5
35,2024-06-21,SKU_1L,Botella_1L,Personal,CH01,2,121,89.25746848809534,0.0,125.40974272585387,26.77814034088346,4
36,2024-06-22,SKU_1L,Botella_1L,Personal,CH01,2,138,146.15235788682617,89.25746848809534,0.0,20.209402829552573,5
37,2024-06-25,SKU_1L,Botella_1L,Personal,CH01,2,187,189.7288976462464,146.15235788682617,89.25746848809534,30.89156797635672,1
38,2024-06-27,SKU_1L,Botella_1L,Personal,CH01,2,212,208.0761916336399,189.7288976462464,146.15235788682617,36.54478974094489,3
39,2024-06-28,SKU_1L,Botella_1L,Personal,CH01,2,166,0.0,208.0761916336399,189.7288976462464,18.162981715357844,4
40,2024-06-29,SKU_1L,Botella_1L,Personal,CH01,2,114,120.28556104919534,0.0,208.0761916336399,22.844526074155944,5
41,2024-07-04,SKU_1L,Botella_1L,Personal,CH01,2,209,228.89256619431853,120.28556104919534,0.0,24.83344342224664,3
42,2024-07-04,SKU_1L,Botella_1L,Personal,CH01,2,209,228.89256619431853,228.89256619431853,120.28556104919534,30.17963305878612,3
43,2024-07-05,SKU_1L,Botella_1L,Personal,CH01,2,154,97.66673123471716,228.89256619431853,228.89256619431853,34.7968034148959,4
44,2024-07-06,SKU_1L,Botella_1L,Personal,CH01,2,215,255.79329847799843,97.66673123471716,228.89256619431853,20.46566351182519,5
45,2024-07-20,SKU_1L,Botella_1L,Personal,CH01,2,355,129.82833262792505,255.79329847799843,97.66673123471716,16.935219194886123,5
46,2024-07-30,SKU_1L,Botella_1L,Personal,CH01,2,115,61.180574660130624,129.82833262792505,255.79329847799843,30.913589546931945,1
47,2024-08-08,SKU_1L,Botella_1L,Personal,CH01,2,117,0.0,61.180574660130624,129.82833262792505,30.125096522907896,3
48,2024-08-10,SKU_1L,Botella_1L,Personal,CH01,2,171,186.2058869951336,0.0,61.180574660130624,22.773888607585324,5
49,2024-08-16,SKU_1L,Botella_1L,Personal,CH01,2,346,116.7868393306817,186.2058869951336,0.0,35.517070769073605,4
50,2024-08-17,SKU_1L,Botella_1L,Personal,CH01,2,224,271.1007547736833,116.7868393306817,186.2058869951336,29.516188397937047,5
51,2024-08-23,SKU_1L,Botella_1L,Personal,CH01,2,126,67.30181766020607,271.1007547736833,116.7868393306817,31.616398651014624,4
52,2024-08-24,SKU_1L,Botella_1L,Personal,CH01,2,129,98.00529492894842,67.30181766020607,271.1007547736833,21.45776433613968,5
53,2024-08-25,SKU_1L,Botella_1L,Personal,CH01,2,70,69.56293559748912,98.00529492894842,67.30181766020607,15.55926722792344,6
54,2024-08-27,SKU_1L,Botella_1L,Personal,CH01,2,87,53.77804390816823,69.56293559748912,98.00529492894842,19.07354562636213,1
55,2024-08-28,SKU_1L,Botella_1L,Personal,CH01,2,165,149.01805504916322,53.77804390816823,69.56293559748912,23.540248537536474,2
56,2024-08-31,SKU_1L,Botella_1L,Personal,CH01,2,141,160.95683583935994,149.01805504916322,53.77804390816823,23.51365010587522,5
57,2024-09-08,SKU_1L,Botella_1L,Personal,CH01,2,292,41.241731870425895,160.95683583935994,149.01805504916322,28.071097876715847,6
58,2024-09-09,SKU_1L,Botella_1L,Personal,CH01,2,148,97.52574148121704,41.241731870425895,160.95683583935994,34.576143444887705,0
59,2024-09-13,SKU_1L,Botella_1L,Personal,CH01,2,566,78.61781053427889,97.52574148121704,41.241731870425895,36.53155980569797,4
60,2024-09-15,SKU_1L,Botella_1L,Personal,CH01,2,297,0.0,78.61781053427889,97.52574148121704,28.111406912055397,6
61,2024-09-20,SKU_1L,Botella_1L,Personal,CH01,2,65,30.271296809367414,0.0,78.61781053427889,26.921582004365945,4
62,2024-09-21,SKU_1L,Botella_1L,Personal,CH01,2,153,90.6823444163258,30.271296809367414,0.0,35.17958065434297,5
63,2024-10-04,SKU_1L,Botella_1L,Personal,CH01,2,463,124.96376226663712,90.6823444163258,30.271296809367414,15.722871270794888,4
64,2024-10-05,SKU_1L,Botella_1L,Personal,CH01,2,123,118.9386238472948,124.96376226663712,90.6823444163258,22.632952687223607,5
65,2024-10-15,SKU_1L,Botella_1L,Personal,CH01,2,190,0.0,118.9386238472948,124.96376226663712,21.59044879895054,1
66,2024-10-16,SKU_1L,Botella_1L,Personal,CH01,2,171,140.86467294431023,0.0,118.9386238472948,28.58916499308725,2
67,2024-10-21,SKU_1L,Botella_1L,Personal,CH01,2,153,179.81792530729533,140.86467294431023,0.0,17.922391790993352,0
68,2024-10-22,SKU_1L,Botella_1L,Personal,CH01,2,157,119.70708325139697,179.81792530729533,140.86467294431023,27.0115949812605,1
69,2024-10-25,SKU_1L,Botella_1L,Personal,CH01,2,128,86.42350168607845,119.70708325139697,179.81792530729533,29.326480943837005,4
70,2024-10-26,SKU_1L,Botella_1L,Personal,CH01,2,82,48.49909233371305,86.42350168607845,119.70708325139697,16.962991694856665,5
71,2024-11-03,SKU_1L,Botella_1L,Personal,CH01,2,433,216.2713568085536,48.49909233371305,86.42350168607845,32.761629693823124,6
72,2024-11-11,SKU_1L,Botella_1L,Personal,CH01,2,226,248.7801798657984,216.2713568085536,48.49909233371305,31.00740674015505,0
73,2024-11-26,SKU_1L,Botella_1L,Personal,CH01,2,363,190.97361188365716,248.7801798657984,216.2713568085536,23.187371608979017,1
74,2024-12-02,SKU_1L,Botella_1L,Personal,CH01,2,39,23.03454241448354,190.97361188365716,248.7801798657984,15.790935985650025,0
75,2024-12-10,SKU_1L,Botella_1L,Personal,CH01,2,74,44.33768066447863,23.03454241448354,190.97361188365716,15.826672297325068,1
76,2024-12-12,SKU_1L,Botella_1L,Personal,CH01,2,186,186.7788473701964,44.33768066447863,23.03454241448354,29.607153969955807,3
77,2024-12-17,SKU_1L,Botella_1L,Personal,CH01,2,240,252.57343418056416,186.7788473701964,44.33768066447863,34.69926634733142,1
78,2024-12-21,SKU_1L,Botella_1L,Personal,CH01,2,251,282.7353279098906,252.57343418056416,186.7788473701964,16.369750928271742,5
79,2024-12-30,SKU_1L,Botella_1L,Personal,CH01,2,246,65.82366400239727,282.7353279098906,252.57343418056416,36.65369060186008,0
80,2024-01-03,SKU_20L,Bidon_20L,Familiar,CH01,5,398,173.86808705064595,0.0,0.0,23.939577662858085,2
81,2024-01-04,SKU_20L,Bidon_20L,Familiar,CH01,5,100,23.17902053487734,173.86808705064595,0.0,31.404630106128884,3
82,2024-01-05,SKU_20L,Bidon_20L,Familiar,CH01,5,120,32.724986495608206,23.17902053487734,173.86808705064595,28.486606846862532,4
83,2024-01-16,SKU_20L,Bidon_20L,Familiar,CH01,5,76,53.08615173406375,32.724986495608206,23.17902053487734,19.218303726628974,1
84,2024-01-17,SKU_20L,Bidon_20L,Familiar,CH01,5,357,215.08640630196217,53.08615173406375,32.724986495608206,21.99757158806937,2
85,2024-01-25,SKU_20L,Bidon_20L,Familiar,CH01,5,214,245.91372699483392,215.08640630196217,53.08615173406375,25.489609636991823,3
86,2024-01-28,SKU_20L,Bidon_20L,Familiar,CH01,5,156,124.16506402197928,245.91372699483392,215.08640630196217,26.827392083513068,6
87,2024-01-31,SKU_20L,Bidon_20L,Familiar,CH01,5,251,280.6120511689981,124.16506402197928,245.91372699483392,28.97353159373308,2
88,2024-02-06,SKU_20L,Bidon_20L,Familiar,CH01,5,514,296.4373162081844,280.6120511689981,124.16506402197928,26.25741348638395,1
89,2024-02-08,SKU_20L,Bidon_20L,Familiar,CH01,5,139,92.30842872370832,296.4373162081844,280.6120511689981,36.0581964865789,3
90,2024-02-09,SKU_20L,Bidon_20L,Familiar,CH01,5,113,31.007399155507706,92.30842872370832,296.4373162081844,36.35132693951768,4
91,2024-02-10,SKU_20L,Bidon_20L,Familiar,CH01,5,81,25.619935377763383,31.007399155507706,92.30842872370832,26.53487477780559,5
92,2024-02-12,SKU_20L,Bidon_20L,Familiar,CH01,5,323,0.0,25.619935377763383,31.007399155507706,34.675593432253166,0
93,2024-02-14,SKU_20L,Bidon_20L,Familiar,CH01,5,90,45.5602695001174,0.0,25.619935377763383,20.951939576800388,2
94,2024-02-21,SKU_20L,Bidon_20L,Familiar,CH01,5,159,102.09901607545808,45.5602695001174,0.0,32.82805493730564,2
95,2024-02-23,SKU_20L,Bidon_20L,Familiar,CH01,5,438,208.30516770157075,102.09901607545808,45.5602695001174,35.58102905983593,4
96,2024-02-26,SKU_20L,Bidon_20L,Familiar,CH01,5,183,241.0930799824751,208.30516770157075,102.09901607545808,17.03532754719415,0
97,2024-02-27,SKU_20L,Bidon_20L,Familiar,CH01,5,94,45.537708853633305,241.0930799824751,208.30516770157075,19.50760583564034,1
98,2024-03-02,SKU_20L,Bidon_20L,Familiar,CH01,5,229,230.24389898161925,45.537708853633305,241.0930799824751,36.82436735682666,5
99,2024-03-02,SKU_20L,Bidon_20L,Familiar,CH01,5,229,230.24389898161925,230.24389898161925,45.537708853633305,21.241027730799605,5
100,2024-03-05,SKU_20L,Bidon_20L,Familiar,CH01,5,208,0.0,230.24389898161925,230.24389898161925,17.531194264136566,1
101,2024-03-06,SKU_20L,Bidon_20L,Familiar,CH01,5,147,62.11672950898789,0.0,230.24389898161925,37.66996044454382,2
102,2024-03-08,SKU_20L,Bidon_20L,Familiar,CH01,5,139,148.55801174671316,62.11672950898789,0.0,20.4567290124264,4
103,2024-03-12,SKU_20L,Bidon_20L,Familiar,CH01,5,149,114.24919789429777,148.55801174671316,62.11672950898789,31.184130765740544,1
104,2024-03-18,SKU_20L,Bidon_20L,Familiar,CH01,5,110,124.79582281171368,114.24919789429777,148.55801174671316,16.70302698988408,0
105,2024-03-26,SKU_20L,Bidon_20L,Familiar,CH01,5,213,237.6011364596823,124.79582281171368,114.24919789429777,22.47921640661518,1
106,2024-03-30,SKU_20L,Bidon_20L,Familiar,CH01,5,88,51.13529504572237,237.6011364596823,124.79582281171368,26.57828036791822,5
107,2024-03-31,SKU_20L,Bidon_20L,Familiar,CH01,5,137,157.93502920144056,51.13529504572237,237.6011364596823,17.750667656580937,6
108,2024-04-05,SKU_20L,Bidon_20L,Familiar,CH01,5,227,0.0,157.93502920144056,51.13529504572237,20.242508738464657,4
109,2024-04-15,SKU_20L,Bidon_20L,Familiar,CH01,5,72,23.403252913148577,0.0,157.93502920144056,20.733721270424123,0
110,2024-04-20,SKU_20L,Bidon_20L,Familiar,CH01,5,454,298.0301429134041,23.403252913148577,0.0,21.664283417016662,5
111,2024-04-21,SKU_20L,Bidon_20L,Familiar,CH01,5,129,40.66303812591168,298.0301429134041,23.403252913148577,18.7080896068421,6
112,2024-04-22,SKU_20L,Bidon_20L,Familiar,CH01,5,195,175.0791996323698,40.66303812591168,298.0301429134041,36.38304600387918,0
113,2024-04-23,SKU_20L,Bidon_20L,Familiar,CH01,5,254,291.40470997334774,175.0791996323698,40.66303812591168,33.586768729981586,1
114,2024-04-27,SKU_20L,Bidon_20L,Familiar,CH01,5,258,147.2714981349765,291.40470997334774,175.0791996323698,19.291111354378824,5
115,2024-04-28,SKU_20L,Bidon_20L,Familiar,CH01,5,210,195.71626242353776,147.2714981349765,291.40470997334774,35.52885696526949,6
116,2024-04-30,SKU_20L,Bidon_20L,Familiar,CH01,5,509,272.3242429374769,195.71626242353776,147.2714981349765,33.57112356877344,1
117,2024-05-06,SKU_20L,Bidon_20L,Familiar,CH01,5,148,126.64943985668604,272.3242429374769,195.71626242353776,30.459117590335207,0
118,2024-05-08,SKU_20L,Bidon_20L,Familiar,CH01,5,181,157.93306631800348,126.64943985668604,272.3242429374769,32.16930231771455,2
119,2024-05-11,SKU_20L,Bidon_20L,Familiar,CH01,5,128,0.0,157.93306631800348,126.64943985668604,21.229141779027707,5
120,2024-05-15,SKU_20L,Bidon_20L,Familiar,CH01,5,200,215.48527992552863,0.0,157.93306631800348,22.43366743647737,2
121,2024-05-18,SKU_20L,Bidon_20L,Familiar,CH01,5,452,247.86260551794564,215.48527992552863,0.0,23.36348085472376,5
122,2024-05-24,SKU_20L,Bidon_20L,Familiar,CH01,5,376,223.2014623487408,247.86260551794564,215.48527992552863,17.872333568031404,4
123,2024-05-25,SKU_20L,Bidon_20L,Familiar,CH01,5,157,191.7562548620212,223.2014623487408,247.86260551794564,15.848399789154254,5
124,2024-05-26,SKU_20L,Bidon_20L,Familiar,CH01,5,148,137.10805016137328,191.7562548620212,223.2014623487408,29.019979681537627,6
125,2024-06-01,SKU_20L,Bidon_20L,Familiar,CH01,5,79,48.217840385679466,137.10805016137328,191.7562548620212,18.587873967732666,5
126,2024-06-01,SKU_20L,Bidon_20L,Familiar,CH01,5,79,48.217840385679466,48.217840385679466,137.10805016137328,18.332582058098133,5
127,2024-06-03,SKU_20L,Bidon_20L,Familiar,CH01,5,124,60.03767097479404,48.217840385679466,48.217840385679466,27.482009912639715,0
128,2024-06-06,SKU_20L,Bidon_20L,Familiar,CH01,5,264,291.5760313880889,60.03767097479404,48.217840385679466,32.517251152560505,3
129,2024-06-07,SKU_20L,Bidon_20L,Familiar,CH01,5,185,174.53391485685594,291.5760313880889,60.03767097479404,27.76961866678764,4
130,2024-06-10,SKU_20L,Bidon_20L,Familiar,CH01,5,122,53.53339690939034,174.53391485685594,291.5760313880889,33.30323139703032,0
131,2024-06-14,SKU_20L,Bidon_20L,Familiar,CH01,5,223,247.6122825564217,53.53339690939034,174.53391485685594,34.21195739855247,4
132,2024-06-25,SKU_20L,Bidon_20L,Familiar,CH01,5,190,189.7288976462464,247.6122825564217,53.53339690939034,30.89156797635672,1
133,2024-06-29,SKU_20L,Bidon_20L,Familiar,CH01,5,126,120.28556104919534,189.7288976462464,247.6122825564217,22.844526074155944,5
134,2024-06-30,SKU_20L,Bidon_20L,Familiar,CH01,5,73,51.796125815896126,120.28556104919534,189.7288976462464,17.60989098853355,6
135,2024-07-03,SKU_20L,Bidon_20L,Familiar,CH01,5,203,233.22297688089225,51.796125815896126,120.28556104919534,18.24125717441954,2
136,2024-07-04,SKU_20L,Bidon_20L,Familiar,CH01,5,203,228.89256619431853,233.22297688089225,51.796125815896126,24.83344342224664,3
137,2024-07-04,SKU_20L,Bidon_20L,Familiar,CH01,5,203,228.89256619431853,228.89256619431853,233.22297688089225,30.17963305878612,3
138,2024-07-09,SKU_20L,Bidon_20L,Familiar,CH01,5,226,277.8442721489077,228.89256619431853,228.89256619431853,21.77232451760047,1
139,2024-07-11,SKU_20L,Bidon_20L,Familiar,CH01,5,62,51.37089260705466,277.8442721489077,228.89256619431853,32.276698817187025,3
140,2024-07-13,SKU_20L,Bidon_20L,Familiar,CH01,5,169,193.6866743789701,51.37089260705466,277.8442721489077,22.79768519412012,5
141,2024-07-14,SKU_20L,Bidon_20L,Familiar,CH01,5,212,217.1423350677826,193.6866743789701,51.37089260705466,23.0318202160912,6
142,2024-07-15,SKU_20L,Bidon_20L,Familiar,CH01,5,122,79.629965222495,217.1423350677826,193.6866743789701,31.696980614015505,0
143,2024-07-17,SKU_20L,Bidon_20L,Familiar,CH01,5,207,24.07250638700694,79.629965222495,217.1423350677826,35.402987758097694,2
144,2024-07-19,SKU_20L,Bidon_20L,Familiar,CH01,5,198,185.17695231929727,24.07250638700694,79.629965222495,29.766727861548617,4
145,2024-07-20,SKU_20L,Bidon_20L,Familiar,CH01,5,227,129.82833262792505,185.17695231929727,24.07250638700694,16.935219194886123,5
146,2024-07-26,SKU_20L,Bidon_20L,Familiar,CH01,5,167,131.03197904995565,129.82833262792505,185.17695231929727,16.594702466766833,4
147,2024-08-01,SKU_20L,Bidon_20L,Familiar,CH01,5,117,46.44402901165995,131.03197904995565,129.82833262792505,34.92205135282351,3
148,2024-08-01,SKU_20L,Bidon_20L,Familiar,CH01,5,117,46.44402901165995,46.44402901165995,131.03197904995565,20.158194117592878,3
149,2024-08-02,SKU_20L,Bidon_20L,Familiar,CH01,5,346,251.40809051016765,46.44402901165995,46.44402901165995,30.73735960977961,4
150,2024-08-04,SKU_20L,Bidon_20L,Familiar,CH01,5,138,183.34325422720468,251.40809051016765,46.44402901165995,27.35365337230107,6
151,2024-08-05,SKU_20L,Bidon_20L,Familiar,CH01,5,74,72.67392472265317,183.34325422720468,251.40809051016765,15.159899002217388,0
152,2024-08-06,SKU_20L,Bidon_20L,Familiar,CH01,5,366,254.7320373191186,72.67392472265317,183.34325422720468,31.74897601807277,1
153,2024-08-09,SKU_20L,Bidon_20L,Familiar,CH01,5,75,37.10182875936185,254.7320373191186,72.67392472265317,23.85724775784428,4
154,2024-08-15,SKU_20L,Bidon_20L,Familiar,CH01,5,122,70.92642363176054,37.10182875936185,254.7320373191186,24.04124766733549,3
155,2024-08-17,SKU_20L,Bidon_20L,Familiar,CH01,5,245,271.1007547736833,70.92642363176054,37.10182875936185,29.516188397937047,5
156,2024-08-19,SKU_20L,Bidon_20L,Familiar,CH01,5,546,0.0,271.1007547736833,70.92642363176054,26.56065314141942,0
157,2024-08-24,SKU_20L,Bidon_20L,Familiar,CH01,5,119,98.00529492894842,0.0,271.1007547736833,21.45776433613968,5
158,2024-08-27,SKU_20L,Bidon_20L,Familiar,CH01,5,84,53.77804390816823,98.00529492894842,0.0,19.07354562636213,1
159,2024-08-28,SKU_20L,Bidon_20L,Familiar,CH01,5,177,149.01805504916322,53.77804390816823,98.00529492894842,28.006951448710822,2
160,2024-08-31,SKU_20L,Bidon_20L,Familiar,CH01,5,288,160.95683583935994,149.01805504916322,53.77804390816823,23.51365010587522,5
161,2024-09-01,SKU_20L,Bidon_20L,Familiar,CH01,5,217,211.24189655657992,160.95683583935994,149.01805504916322,28.8256452700938,6
162,2024-09-02,SKU_20L,Bidon_20L,Familiar,CH01,5,133,109.61388828857127,211.24189655657992,160.95683583935994,25.12350735601083,0
163,2024-09-04,SKU_20L,Bidon_20L,Familiar,CH01,5,224,289.40831357287175,109.61388828857127,211.24189655657992,17.481502820846003,2
164,2024-09-07,SKU_20L,Bidon_20L,Familiar,CH01,5,125,132.97520253947118,289.40831357287175,109.61388828857127,24.61203350858608,5
165,2024-09-13,SKU_20L,Bidon_20L,Familiar,CH01,5,139,78.61781053427889,132.97520253947118,289.40831357287175,36.53155980569797,4
166,2024-09-21,SKU_20L,Bidon_20L,Familiar,CH01,5,145,90.6823444163258,78.61781053427889,132.97520253947118,35.17958065434297,5
167,2024-09-27,SKU_20L,Bidon_20L,Familiar,CH01,5,154,145.2754627105673,90.6823444163258,78.61781053427889,33.615306576005814,4
168,2024-09-29,SKU_20L,Bidon_20L,Familiar,CH01,5,124,87.8917410177243,145.2754627105673,90.6823444163258,34.94266332734239,6
169,2024-10-04,SKU_20L,Bidon_20L,Familiar,CH01,5,102,124.96376226663712,87.8917410177243,145.2754627105673,15.722871270794888,4
170,2024-10-06,SKU_20L,Bidon_20L,Familiar,CH01,5,293,136.14946065454626,124.96376226663712,87.8917410177243,29.543034103652328,6
171,2024-10-08,SKU_20L,Bidon_20L,Familiar,CH01,5,70,56.086322134981785,136.14946065454626,124.96376226663712,17.154519660046127,1
172,2024-10-10,SKU_20L,Bidon_20L,Familiar,CH01,5,187,240.9679468100547,56.086322134981785,136.14946065454626,17.161584616339987,3
173,2024-10-15,SKU_20L,Bidon_20L,Familiar,CH01,5,182,0.0,240.9679468100547,56.086322134981785,21.59044879895054,1
174,2024-10-17,SKU_20L,Bidon_20L,Familiar,CH01,5,87,55.72248478275785,0.0,240.9679468100547,15.701505748598136,3
175,2024-10-22,SKU_20L,Bidon_20L,Familiar,CH01,5,142,119.70708325139697,55.72248478275785,0.0,27.0115949812605,1
176,2024-10-26,SKU_20L,Bidon_20L,Familiar,CH01,5,66,48.49909233371305,119.70708325139697,55.72248478275785,16.962991694856665,5
177,2024-10-27,SKU_20L,Bidon_20L,Familiar,CH01,5,153,62.800558971612965,48.49909233371305,119.70708325139697,16.188679586877978,6
178,2024-11-01,SKU_20L,Bidon_20L,Familiar,CH01,5,124,109.31317648225316,62.800558971612965,48.49909233371305,15.473443368803457,4
179,2024-11-03,SKU_20L,Bidon_20L,Familiar,CH01,5,218,216.2713568085536,109.31317648225316,62.800558971612965,32.761629693823124,6
180,2024-11-11,SKU_20L,Bidon_20L,Familiar,CH01,5,247,248.7801798657984,216.2713568085536,109.31317648225316,31.00740674015505,0
181,2024-11-14,SKU_20L,Bidon_20L,Familiar,CH01,5,175,207.22010157884068,248.7801798657984,216.2713568085536,18.598051981434978,3
182,2024-11-25,SKU_20L,Bidon_20L,Familiar,CH01,5,157,52.15431092697699,207.22010157884068,248.7801798657984,20.697812758526624,0
183,2024-11-26,SKU_20L,Bidon_20L,Familiar,CH01,5,189,190.97361188365716,52.15431092697699,207.22010157884068,23.187371608979017,1
184,2024-11-29,SKU_20L,Bidon_20L,Familiar,CH01,5,98,63.22156027677665,190.97361188365716,52.15431092697699,17.669670731659075,4
185,2024-12-05,SKU_20L,Bidon_20L,Familiar,CH01,5,69,41.76569835019576,63.22156027677665,190.97361188365716,17.756903448674706,3
186,2024-12-09,SKU_20L,Bidon_20L,Familiar,CH01,5,238,71.66588541978565,41.76569835019576,63.22156027677665,27.806429036542056,0
187,2024-12-09,SKU_20L,Bidon_20L,Familiar,CH01,5,238,71.66588541978565,71.66588541978565,41.76569835019576,24.97858793247338,0
188,2024-12-14,SKU_20L,Bidon_20L,Familiar,CH01,5,134,135.3154559612352,71.66588541978565,71.66588541978565,23.61609013640884,5
189,2024-12-21,SKU_20L,Bidon_20L,Familiar,CH01,5,256,282.7353279098906,135.3154559612352,71.66588541978565,16.116420666333596,5
190,2024-12-23,SKU_20L,Bidon_20L,Familiar,CH01,5,96,0.0,282.7353279098906,135.3154559612352,28.47283836928965,0
191,2024-01-06,SKU_500ML,Botella_500ml,Personal,CH01,2,197,246.9549326189132,0.0,0.0,24.109571957963006,5
192,2024-01-20,SKU_500ML,Botella_500ml,Personal,CH01,2,194,225.819892265088,246.9549326189132,0.0,21.698270224554964,5
193,2024-01-23,SKU_500ML,Botella_500ml,Personal,CH01,2,92,69.6830722583224,225.819892265088,246.9549326189132,25.30842045670818,1
194,2024-01-24,SKU_500ML,Botella_500ml,Personal,CH01,2,188,0.0,69.6830722583224,225.819892265088,23.42632239575491,2
195,2024-01-30,SKU_500ML,Botella_500ml,Personal,CH01,2,89,115.424991270845,0.0,69.6830722583224,28.886532466256554,1
196,2024-02-03,SKU_500ML,Botella_500ml,Personal,CH01,2,251,143.62854038454554,115.424991270845,0.0,27.164099625012902,5
197,2024-02-04,SKU_500ML,Botella_500ml,Personal,CH01,2,407,151.22497975835535,143.62854038454554,115.424991270845,32.49805611818864,6
198,2024-02-09,SKU_500ML,Botella_500ml,Personal,CH01,2,101,31.007399155507706,151.22497975835535,143.62854038454554,36.35132693951768,4
199,2024-02-26,SKU_500ML,Botella_500ml,Personal,CH01,2,364,241.0930799824751,31.007399155507706,151.22497975835535,17.03532754719415,0
200,2024-02-27,SKU_500ML,Botella_500ml,Personal,CH01,2,60,45.537708853633305,241.0930799824751,31.007399155507706,19.50760583564034,1
